feature	motif1	motif2	motif.type	feature_type
RLG00010Zm00001d00511	1	0	motif1	TE
RLG00010Zm00001d00513	1	0	motif1	TE
RLG00010Zm00001d00516	2	0	motif1	TE
RLG00010Zm00001d00517	1	0	motif1	TE
RLG00010Zm00001d00518	1	0	motif1	TE
RLG00010Zm00001d00523	1	0	motif1	TE
RLG00010Zm00001d00524	4	0	motif1	TE
RLG00010Zm00001d00530	1	0	motif1	TE
RLG00010Zm00001d00531	1	0	motif1	TE
RLG00010Zm00001d00533	1	0	motif1	TE
RLG00010Zm00001d00537	2	0	motif1	TE
RLG00010Zm00001d00538	2	0	motif1	TE
RLG00010Zm00001d00542	1	0	motif1	TE
RLG00010Zm00001d00555	1	0	motif1	TE
RLG00010Zm00001d00558	1	0	motif1	TE
RLG00010Zm00001d00559	1	0	motif1	TE
RLG00010Zm00001d00560	0	1	motif2	TE
RLG00010Zm00001d00561	1	0	motif1	TE
RLG00010Zm00001d00562	2	0	motif1	TE
RLG00010Zm00001d00565	1	0	motif1	TE
RLG00010Zm00001d00567	2	0	motif1	TE
RLG00010Zm00001d00572	2	0	motif1	TE
RLG00010Zm00001d00573	0	1	motif2	TE
RLG00010Zm00001d00575	2	0	motif1	TE
RLG00010Zm00001d00577	0	1	motif2	TE
RLG00010Zm00001d00579	1	0	motif1	TE
RLG00010Zm00001d00580	2	0	motif1	TE
RLG00010Zm00001d00581	2	0	motif1	TE
RLG00010Zm00001d00582	3	0	motif1	TE
RLG00010Zm00001d00583	2	0	motif1	TE
RLG00010Zm00001d00584	1	0	motif1	TE
RLG00010Zm00001d00585	2	0	motif1	TE
RLG00010Zm00001d00587	1	0	motif1	TE
RLG00010Zm00001d00589	2	0	motif1	TE
RLG00010Zm00001d00590	2	0	motif1	TE
RLG00010Zm00001d00593	1	0	motif1	TE
RLG00010Zm00001d00595	0	1	motif2	TE
RLG00010Zm00001d00596	2	0	motif1	TE
RLG00010Zm00001d00597	2	0	motif1	TE
RLG00010Zm00001d00601	2	0	motif1	TE
RLG00010Zm00001d00604	1	0	motif1	TE
RLG00010Zm00001d00608	1	0	motif1	TE
RLG00010Zm00001d00610	1	0	motif1	TE
RLG00010Zm00001d00611	2	0	motif1	TE
RLG00010Zm00001d00613	4	0	motif1	TE
RLG00010Zm00001d00617	2	0	motif1	TE
RLG00010Zm00001d00619	1	0	motif1	TE
RLG00010Zm00001d00621	1	0	motif1	TE
RLG00010Zm00001d00622	2	0	motif1	TE
RLG00010Zm00001d00623	1	0	motif1	TE
RLG00010Zm00001d00626	1	0	motif1	TE
RLG00010Zm00001d00628	1	0	motif1	TE
RLG00010Zm00001d00629	1	0	motif1	TE
RLG00010Zm00001d00630	3	0	motif1	TE
RLG00010Zm00001d00636	2	0	motif1	TE
RLG00010Zm00001d00638	1	0	motif1	TE
RLG00010Zm00001d00643	1	0	motif1	TE
RLG00010Zm00001d00644	3	0	motif1	TE
RLG00010Zm00001d00647	1	0	motif1	TE
RLG00010Zm00001d00648	3	0	motif1	TE
RLG00010Zm00001d00649	3	0	motif1	TE
RLG00010Zm00001d00650	1	0	motif1	TE
RLG00010Zm00001d00652	0	1	motif2	TE
RLG00010Zm00001d00653	1	0	motif1	TE
RLG00010Zm00001d00654	2	0	motif1	TE
RLG00010Zm00001d00659	0	1	motif2	TE
RLG00010Zm00001d00660	3	0	motif1	TE
RLG00010Zm00001d00661	1	0	motif1	TE
RLG00010Zm00001d00662	1	0	motif1	TE
RLG00010Zm00001d00667	1	0	motif1	TE
RLG00010Zm00001d00670	1	0	motif1	TE
RLG00010Zm00001d00672	2	0	motif1	TE
RLG00010Zm00001d00673	1	0	motif1	TE
RLG00010Zm00001d00676	2	0	motif1	TE
RLG00010Zm00001d00678	1	0	motif1	TE
RLG00010Zm00001d00679	1	0	motif1	TE
RLG00010Zm00001d00681	1	0	motif1	TE
RLG00010Zm00001d00682	1	0	motif1	TE
RLG00010Zm00001d00685	1	0	motif1	TE
RLG00010Zm00001d00687	1	0	motif1	TE
RLG00010Zm00001d00688	1	0	motif1	TE
RLG00010Zm00001d00689	1	0	motif1	TE
RLG00010Zm00001d00693	1	1	both	TE
RLG00010Zm00001d00695	1	0	motif1	TE
RLG00010Zm00001d00700	1	0	motif1	TE
RLG00010Zm00001d00703	2	0	motif1	TE
RLG00010Zm00001d00704	2	0	motif1	TE
RLG00010Zm00001d00706	1	0	motif1	TE
RLG00010Zm00001d00707	1	0	motif1	TE
RLG00010Zm00001d00708	1	0	motif1	TE
RLG00010Zm00001d00712	1	0	motif1	TE
RLG00010Zm00001d00713	1	0	motif1	TE
RLG00010Zm00001d00717	1	0	motif1	TE
RLG00010Zm00001d00721	1	0	motif1	TE
RLG00010Zm00001d00724	1	0	motif1	TE
RLG00010Zm00001d00726	1	0	motif1	TE
RLG00010Zm00001d00729	1	0	motif1	TE
RLG00010Zm00001d00731	1	0	motif1	TE
RLG00010Zm00001d00732	1	0	motif1	TE
RLG00010Zm00001d00733	1	0	motif1	TE
RLG00010Zm00001d00738	1	0	motif1	TE
RLG00010Zm00001d00739	1	0	motif1	TE
RLG00010Zm00001d00741	2	0	motif1	TE
RLG00010Zm00001d00742	4	0	motif1	TE
RLG00010Zm00001d00743	1	0	motif1	TE
RLG00010Zm00001d00745	3	1	both	TE
RLG00010Zm00001d00746	1	0	motif1	TE
RLG00010Zm00001d00750	2	0	motif1	TE
RLG00010Zm00001d00754	1	1	both	TE
RLG00010Zm00001d00758	1	0	motif1	TE
RLG00010Zm00001d00765	0	2	motif2	TE
RLG00010Zm00001d00770	0	1	motif2	TE
RLG00010Zm00001d00771	1	0	motif1	TE
RLG00010Zm00001d00773	1	0	motif1	TE
RLG00010Zm00001d00776	1	0	motif1	TE
RLG00010Zm00001d00779	2	0	motif1	TE
RLG00010Zm00001d00780	1	0	motif1	TE
RLG00010Zm00001d00782	1	0	motif1	TE
RLG00010Zm00001d00785	1	0	motif1	TE
RLG00010Zm00001d00786	1	0	motif1	TE
RLG00010Zm00001d00787	1	0	motif1	TE
RLG00010Zm00001d00790	0	1	motif2	TE
RLG00010Zm00001d00794	2	0	motif1	TE
RLG00010Zm00001d00795	0	2	motif2	TE
RLG00010Zm00001d00799	1	0	motif1	TE
RLG00010Zm00001d00801	1	0	motif1	TE
RLG00010Zm00001d00803	1	0	motif1	TE
RLG00010Zm00001d00804	1	0	motif1	TE
RLG00010Zm00001d00806	1	0	motif1	TE
RLG00010Zm00001d00807	3	0	motif1	TE
RLG00010Zm00001d00808	2	0	motif1	TE
RLG00010Zm00001d00809	1	0	motif1	TE
RLG00010Zm00001d00810	2	0	motif1	TE
RLG00010Zm00001d00811	2	0	motif1	TE
RLG00010Zm00001d00812	1	0	motif1	TE
RLG00010Zm00001d00813	3	0	motif1	TE
RLG00010Zm00001d00814	1	0	motif1	TE
RLG00010Zm00001d00815	4	0	motif1	TE
RLG00010Zm00001d00816	1	0	motif1	TE
RLG00010Zm00001d00818	1	0	motif1	TE
RLG00010Zm00001d00820	1	0	motif1	TE
RLG00010Zm00001d00821	1	0	motif1	TE
RLG00010Zm00001d00823	4	0	motif1	TE
RLG00010Zm00001d00824	2	0	motif1	TE
RLG00010Zm00001d00826	1	0	motif1	TE
RLG00010Zm00001d00829	1	0	motif1	TE
RLG00010Zm00001d00830	3	0	motif1	TE
RLG00010Zm00001d00833	1	0	motif1	TE
RLG00010Zm00001d00838	0	1	motif2	TE
RLG00010Zm00001d00840	3	0	motif1	TE
RLG00010Zm00001d00841	1	0	motif1	TE
RLG00010Zm00001d00842	1	0	motif1	TE
RLG00010Zm00001d00844	1	0	motif1	TE
RLG00010Zm00001d00851	1	0	motif1	TE
RLG00010Zm00001d00852	1	0	motif1	TE
RLG00010Zm00001d00853	2	0	motif1	TE
RLG00010Zm00001d00854	1	0	motif1	TE
RLG00010Zm00001d00856	2	0	motif1	TE
RLG00010Zm00001d00857	2	0	motif1	TE
RLG00010Zm00001d00860	3	0	motif1	TE
RLG00010Zm00001d00861	2	0	motif1	TE
RLG00010Zm00001d00862	1	0	motif1	TE
RLG00010Zm00001d00863	1	0	motif1	TE
RLG00010Zm00001d00864	1	0	motif1	TE
RLG00010Zm00001d00865	2	0	motif1	TE
RLG00010Zm00001d00866	1	0	motif1	TE
RLG00010Zm00001d00868	2	0	motif1	TE
RLG00010Zm00001d00869	3	0	motif1	TE
RLG00010Zm00001d00872	2	0	motif1	TE
RLG00010Zm00001d00873	2	0	motif1	TE
RLG00010Zm00001d00875	1	0	motif1	TE
RLG00010Zm00001d00876	1	1	both	TE
RLG00010Zm00001d00882	1	1	both	TE
RLG00010Zm00001d00885	1	1	both	TE
RLG00010Zm00001d00886	3	0	motif1	TE
RLG00010Zm00001d00887	2	0	motif1	TE
RLG00010Zm00001d00888	1	0	motif1	TE
RLG00010Zm00001d00889	4	0	motif1	TE
RLG00010Zm00001d00890	1	0	motif1	TE
RLG00010Zm00001d00892	1	0	motif1	TE
RLG00010Zm00001d00893	1	0	motif1	TE
RLG00010Zm00001d00895	1	0	motif1	TE
RLG00010Zm00001d00896	2	0	motif1	TE
RLG00010Zm00001d00897	2	0	motif1	TE
RLG00010Zm00001d00899	1	0	motif1	TE
RLG00010Zm00001d00900	2	0	motif1	TE
RLG00010Zm00001d00901	2	0	motif1	TE
RLG00010Zm00001d00902	2	0	motif1	TE
RLG00010Zm00001d00903	1	0	motif1	TE
RLG00010Zm00001d00905	3	0	motif1	TE
RLG00010Zm00001d00907	1	0	motif1	TE
RLG00010Zm00001d00909	1	0	motif1	TE
RLG00010Zm00001d00914	2	0	motif1	TE
RLG00010Zm00001d00921	1	0	motif1	TE
RLG00010Zm00001d00924	2	0	motif1	TE
RLG00010Zm00001d00928	1	0	motif1	TE
RLG00010Zm00001d00932	1	1	both	TE
RLG00010Zm00001d00933	1	0	motif1	TE
RLG00010Zm00001d00934	2	0	motif1	TE
RLG00010Zm00001d00936	4	0	motif1	TE
RLG00010Zm00001d00937	1	0	motif1	TE
RLG00010Zm00001d00939	1	0	motif1	TE
RLG00010Zm00001d00941	2	0	motif1	TE
RLG00010Zm00001d00942	1	0	motif1	TE
RLG00010Zm00001d00944	1	0	motif1	TE
RLG00010Zm00001d00945	1	0	motif1	TE
RLG00010Zm00001d00946	1	2	both	TE
RLG00010Zm00001d00950	1	0	motif1	TE
RLG00010Zm00001d00954	1	0	motif1	TE
RLG00010Zm00001d00955	3	0	motif1	TE
RLG00010Zm00001d00956	1	0	motif1	TE
RLG00010Zm00001d00957	1	0	motif1	TE
RLG00010Zm00001d00958	1	0	motif1	TE
RLG00010Zm00001d00960	2	0	motif1	TE
RLG00010Zm00001d00965	2	0	motif1	TE
RLG00010Zm00001d00966	2	0	motif1	TE
RLG00010Zm00001d00967	2	0	motif1	TE
RLG00010Zm00001d00969	1	0	motif1	TE
RLG00010Zm00001d00972	1	0	motif1	TE
RLG00010Zm00001d00973	1	0	motif1	TE
RLG00010Zm00001d00975	1	0	motif1	TE
RLG00010Zm00001d00979	1	0	motif1	TE
RLG00010Zm00001d00980	1	1	both	TE
RLG00010Zm00001d00984	1	0	motif1	TE
RLG00010Zm00001d00985	3	0	motif1	TE
RLG00010Zm00001d00986	1	0	motif1	TE
RLG00010Zm00001d00987	1	0	motif1	TE
RLG00010Zm00001d00988	1	0	motif1	TE
RLG00010Zm00001d00990	2	0	motif1	TE
RLG00010Zm00001d00992	1	0	motif1	TE
RLG00010Zm00001d00993	1	0	motif1	TE
RLG00010Zm00001d00995	2	0	motif1	TE
RLG00010Zm00001d00997	3	0	motif1	TE
RLG00010Zm00001d01002	1	0	motif1	TE
RLG00010Zm00001d01004	1	0	motif1	TE
RLG00010Zm00001d01009	2	0	motif1	TE
RLG00010Zm00001d01010	2	1	both	TE
RLG00010Zm00001d01012	2	0	motif1	TE
RLG00010Zm00001d01017	4	0	motif1	TE
RLG00010Zm00001d01019	1	0	motif1	TE
RLG00010Zm00001d01020	1	0	motif1	TE
RLG00010Zm00001d01021	2	0	motif1	TE
RLG00010Zm00001d01022	0	1	motif2	TE
RLG00010Zm00001d01023	2	0	motif1	TE
RLG00010Zm00001d01025	3	0	motif1	TE
RLG00010Zm00001d01026	1	0	motif1	TE
RLG00010Zm00001d01027	1	0	motif1	TE
RLG00010Zm00001d01030	2	0	motif1	TE
RLG00010Zm00001d01031	1	0	motif1	TE
RLG00010Zm00001d01033	2	0	motif1	TE
RLG00010Zm00001d01035	2	0	motif1	TE
RLG00010Zm00001d01036	1	0	motif1	TE
RLG00010Zm00001d01037	1	0	motif1	TE
RLG00010Zm00001d01040	1	0	motif1	TE
RLG00010Zm00001d01044	2	0	motif1	TE
RLG00010Zm00001d01045	1	0	motif1	TE
RLG00010Zm00001d01047	5	1	both	TE
RLG00010Zm00001d01048	1	0	motif1	TE
RLG00010Zm00001d01049	2	0	motif1	TE
RLG00010Zm00001d01050	1	0	motif1	TE
RLG00010Zm00001d01051	2	0	motif1	TE
RLG00010Zm00001d01054	3	0	motif1	TE
RLG00010Zm00001d01055	1	0	motif1	TE
RLG00010Zm00001d01060	2	0	motif1	TE
RLG00010Zm00001d01067	3	0	motif1	TE
RLG00010Zm00001d01068	3	0	motif1	TE
RLG00010Zm00001d01069	1	0	motif1	TE
RLG00010Zm00001d01074	1	0	motif1	TE
RLG00010Zm00001d01075	0	1	motif2	TE
RLG00010Zm00001d01076	1	0	motif1	TE
RLG00010Zm00001d01079	2	0	motif1	TE
RLG00010Zm00001d01080	1	0	motif1	TE
RLG00010Zm00001d01082	1	1	both	TE
RLG00010Zm00001d01083	0	1	motif2	TE
RLG00010Zm00001d01084	1	0	motif1	TE
RLG00010Zm00001d01085	2	0	motif1	TE
RLG00010Zm00001d01086	1	1	both	TE
RLG00010Zm00001d01087	1	0	motif1	TE
RLG00010Zm00001d01089	1	0	motif1	TE
RLG00010Zm00001d01091	3	0	motif1	TE
RLG00010Zm00001d01092	1	0	motif1	TE
RLG00010Zm00001d01094	2	0	motif1	TE
RLG00010Zm00001d01095	1	0	motif1	TE
RLG00010Zm00001d01096	1	0	motif1	TE
RLG00010Zm00001d01098	2	0	motif1	TE
RLG00010Zm00001d01099	1	0	motif1	TE
RLG00010Zm00001d01102	4	0	motif1	TE
RLG00010Zm00001d01104	4	0	motif1	TE
RLG00010Zm00001d01108	1	0	motif1	TE
RLG00010Zm00001d01110	1	0	motif1	TE
RLG00010Zm00001d01111	2	0	motif1	TE
RLG00010Zm00001d01112	1	0	motif1	TE
RLG00010Zm00001d01114	1	1	both	TE
RLG00010Zm00001d01116	3	0	motif1	TE
RLG00010Zm00001d01117	1	0	motif1	TE
RLG00010Zm00001d01118	1	0	motif1	TE
RLG00010Zm00001d01119	2	0	motif1	TE
RLG00010Zm00001d01121	1	0	motif1	TE
RLG00010Zm00001d01122	1	0	motif1	TE
RLG00010Zm00001d01123	2	0	motif1	TE
RLG00010Zm00001d01127	1	0	motif1	TE
RLG00010Zm00001d01128	1	0	motif1	TE
RLG00010Zm00001d01129	1	0	motif1	TE
RLG00010Zm00001d01130	1	0	motif1	TE
RLG00010Zm00001d01131	2	0	motif1	TE
RLG00010Zm00001d01134	1	0	motif1	TE
RLG00010Zm00001d01135	1	1	both	TE
RLG00010Zm00001d01136	1	0	motif1	TE
RLG00010Zm00001d01138	1	0	motif1	TE
RLG00010Zm00001d01140	1	1	both	TE
RLG00010Zm00001d01141	2	0	motif1	TE
RLG00010Zm00001d01142	2	0	motif1	TE
RLG00010Zm00001d01143	2	0	motif1	TE
RLG00010Zm00001d01144	0	1	motif2	TE
RLG00010Zm00001d01145	1	0	motif1	TE
RLG00010Zm00001d01146	1	0	motif1	TE
RLG00010Zm00001d01147	2	0	motif1	TE
RLG00010Zm00001d01148	1	0	motif1	TE
RLG00010Zm00001d01153	2	0	motif1	TE
RLG00010Zm00001d01154	2	0	motif1	TE
RLG00010Zm00001d01156	1	0	motif1	TE
RLG00010Zm00001d01158	1	0	motif1	TE
RLG00010Zm00001d01159	2	0	motif1	TE
RLG00010Zm00001d01161	2	0	motif1	TE
RLG00010Zm00001d01162	1	1	both	TE
RLG00010Zm00001d01163	1	0	motif1	TE
RLG00010Zm00001d01165	2	0	motif1	TE
RLG00010Zm00001d01166	2	0	motif1	TE
RLG00010Zm00001d01170	1	0	motif1	TE
RLG00010Zm00001d01171	1	0	motif1	TE
RLG00010Zm00001d01172	1	0	motif1	TE
RLG00010Zm00001d01173	2	0	motif1	TE
RLG00010Zm00001d01174	3	0	motif1	TE
RLG00010Zm00001d01175	1	0	motif1	TE
RLG00010Zm00001d01176	2	0	motif1	TE
RLG00010Zm00001d01177	1	0	motif1	TE
RLG00010Zm00001d01178	1	0	motif1	TE
RLG00010Zm00001d01179	1	0	motif1	TE
RLG00010Zm00001d01180	1	0	motif1	TE
RLG00010Zm00001d01181	3	0	motif1	TE
RLG00010Zm00001d01184	2	1	both	TE
RLG00010Zm00001d01185	1	0	motif1	TE
RLG00010Zm00001d01186	2	0	motif1	TE
RLG00010Zm00001d01187	2	0	motif1	TE
RLG00010Zm00001d01190	1	0	motif1	TE
RLG00010Zm00001d01191	1	0	motif1	TE
RLG00010Zm00001d01192	1	1	both	TE
RLG00010Zm00001d01193	1	0	motif1	TE
RLG00010Zm00001d01195	1	0	motif1	TE
RLG00010Zm00001d01196	2	0	motif1	TE
RLG00010Zm00001d01197	1	0	motif1	TE
RLG00010Zm00001d01199	4	1	both	TE
RLG00010Zm00001d01200	2	0	motif1	TE
RLG00010Zm00001d01203	3	0	motif1	TE
RLG00010Zm00001d01205	2	0	motif1	TE
RLG00010Zm00001d01206	1	0	motif1	TE
RLG00010Zm00001d01208	1	0	motif1	TE
RLG00010Zm00001d01210	2	0	motif1	TE
RLG00010Zm00001d01211	1	0	motif1	TE
RLG00010Zm00001d01215	1	0	motif1	TE
RLG00010Zm00001d01216	1	0	motif1	TE
RLG00010Zm00001d01217	2	0	motif1	TE
RLG00010Zm00001d01219	2	0	motif1	TE
RLG00010Zm00001d01220	2	0	motif1	TE
RLG00010Zm00001d01221	1	0	motif1	TE
RLG00010Zm00001d01222	1	0	motif1	TE
RLG00010Zm00001d01226	1	0	motif1	TE
RLG00010Zm00001d01227	1	0	motif1	TE
RLG00010Zm00001d01229	4	0	motif1	TE
RLG00010Zm00001d01232	1	0	motif1	TE
RLG00010Zm00001d01233	2	0	motif1	TE
RLG00010Zm00001d01234	2	0	motif1	TE
RLG00010Zm00001d01240	1	0	motif1	TE
RLG00010Zm00001d01243	1	0	motif1	TE
RLG00010Zm00001d01244	3	0	motif1	TE
RLG00010Zm00001d01245	1	0	motif1	TE
RLG00010Zm00001d01246	1	0	motif1	TE
RLG00010Zm00001d01247	1	0	motif1	TE
RLG00010Zm00001d01248	3	0	motif1	TE
RLG00010Zm00001d01249	1	0	motif1	TE
RLG00010Zm00001d01250	2	0	motif1	TE
RLG00010Zm00001d01251	1	0	motif1	TE
RLG00010Zm00001d01252	2	0	motif1	TE
RLG00010Zm00001d01264	2	0	motif1	TE
RLG00010Zm00001d01267	3	0	motif1	TE
RLG00010Zm00001d01268	3	0	motif1	TE
RLG00010Zm00001d01269	3	0	motif1	TE
RLG00010Zm00001d01274	1	0	motif1	TE
RLG00010Zm00001d01275	3	0	motif1	TE
RLG00010Zm00001d01279	2	0	motif1	TE
RLG00010Zm00001d01281	2	1	both	TE
RLG00010Zm00001d01315	1	0	motif1	TE
RLG00010Zm00001d01317	3	0	motif1	TE
RLG00010Zm00001d01318	1	0	motif1	TE
RLG00010Zm00001d01319	2	0	motif1	TE
RLG00010Zm00001d01320	3	0	motif1	TE
RLG00010Zm00001dS0025	1	0	motif1	TE
RLG00011Zm00001d00003	0	1	motif2	TE
RLG00011Zm00001d00005	1	0	motif1	TE
RLG00011Zm00001d00014	0	1	motif2	TE
RLG00011Zm00001d00016	1	0	motif1	TE
RLG00011Zm00001d00026	0	1	motif2	TE
RLG00011Zm00001d00028	1	0	motif1	TE
RLG00011Zm00001d00029	1	0	motif1	TE
RLG00011Zm00001d00037	0	1	motif2	TE
RLG00011Zm00001d00041	0	1	motif2	TE
RLG00011Zm00001d00047	1	0	motif1	TE
RLG00011Zm00001d00050	2	0	motif1	TE
RLG00011Zm00001d00054	0	1	motif2	TE
RLG00011Zm00001d00055	1	0	motif1	TE
RLG00011Zm00001d00056	1	0	motif1	TE
RLG00011Zm00001d00072	0	1	motif2	TE
RLG00011Zm00001d00074	1	0	motif1	TE
RLG00011Zm00001d00080	1	0	motif1	TE
RLG00011Zm00001d00081	0	1	motif2	TE
RLG00011Zm00001d00082	0	1	motif2	TE
RLG00011Zm00001d00084	0	1	motif2	TE
RLG00011Zm00001d00087	1	0	motif1	TE
RLG00011Zm00001d00089	1	0	motif1	TE
RLG00011Zm00001d00095	1	0	motif1	TE
RLG00011Zm00001d00105	0	1	motif2	TE
RLG00011Zm00001d00120	0	1	motif2	TE
RLG00011Zm00001d00123	1	0	motif1	TE
RLG00011Zm00001d00129	1	0	motif1	TE
RLG00011Zm00001d00130	0	1	motif2	TE
RLG00011Zm00001d00133	0	1	motif2	TE
RLG00011Zm00001d00137	2	0	motif1	TE
RLG00011Zm00001d00139	0	1	motif2	TE
RLG00011Zm00001d00140	0	1	motif2	TE
RLG00011Zm00001d00142	0	1	motif2	TE
RLG00011Zm00001d00150	1	0	motif1	TE
RLG00011Zm00001d00151	1	0	motif1	TE
RLG00011Zm00001d00153	1	0	motif1	TE
RLG00011Zm00001d00161	1	0	motif1	TE
RLG00011Zm00001d00163	1	0	motif1	TE
RLG00011Zm00001d00165	1	0	motif1	TE
RLG00011Zm00001d00178	0	1	motif2	TE
RLG00011Zm00001d00179	0	1	motif2	TE
RLG00011Zm00001d00184	0	1	motif2	TE
RLG00011Zm00001d00185	0	1	motif2	TE
RLG00011Zm00001d00186	1	0	motif1	TE
RLG00011Zm00001d00187	1	0	motif1	TE
RLG00011Zm00001d00188	0	1	motif2	TE
RLG00011Zm00001d00189	1	0	motif1	TE
RLG00011Zm00001d00192	0	1	motif2	TE
RLG00011Zm00001d00195	1	1	both	TE
RLG00011Zm00001d00196	1	0	motif1	TE
RLG00011Zm00001d00200	0	1	motif2	TE
RLG00011Zm00001d00202	1	0	motif1	TE
RLG00011Zm00001d00203	1	0	motif1	TE
RLG00011Zm00001d00204	0	1	motif2	TE
RLG00011Zm00001d00210	0	1	motif2	TE
RLG00011Zm00001d00214	0	1	motif2	TE
RLG00011Zm00001d00222	0	1	motif2	TE
RLG00011Zm00001d00223	0	1	motif2	TE
RLG00011Zm00001d00224	0	1	motif2	TE
RLG00011Zm00001d00227	0	1	motif2	TE
RLG00011Zm00001d00228	1	0	motif1	TE
RLG00011Zm00001d00229	0	1	motif2	TE
RLG00011Zm00001d00235	1	0	motif1	TE
RLG00011Zm00001d00242	1	0	motif1	TE
RLG00011Zm00001d00246	1	0	motif1	TE
RLG00011Zm00001d00247	0	1	motif2	TE
RLG00011Zm00001d00259	0	1	motif2	TE
RLG00011Zm00001d00267	1	0	motif1	TE
RLG00011Zm00001d00268	0	1	motif2	TE
RLG00011Zm00001d00269	1	0	motif1	TE
RLG00011Zm00001d00270	0	2	motif2	TE
RLG00011Zm00001d00273	0	1	motif2	TE
RLG00011Zm00001d00274	1	0	motif1	TE
RLG00011Zm00001d00281	0	1	motif2	TE
RLG00011Zm00001d00285	0	1	motif2	TE
RLG00011Zm00001d00292	1	0	motif1	TE
RLG00011Zm00001d00296	1	0	motif1	TE
RLG00011Zm00001d00302	1	0	motif1	TE
RLG00011Zm00001d00304	1	0	motif1	TE
RLG00011Zm00001d00305	1	0	motif1	TE
RLG00011Zm00001d00309	0	1	motif2	TE
RLG00011Zm00001d00315	0	1	motif2	TE
RLG00011Zm00001d00317	0	1	motif2	TE
RLG00011Zm00001d00319	1	0	motif1	TE
RLG00011Zm00001d00321	0	1	motif2	TE
RLG00011Zm00001d00326	1	0	motif1	TE
RLG00011Zm00001d00327	1	0	motif1	TE
RLG00011Zm00001d00329	0	1	motif2	TE
RLG00011Zm00001d00330	0	1	motif2	TE
RLG00011Zm00001d00334	0	1	motif2	TE
RLG00011Zm00001d00336	0	1	motif2	TE
RLG00011Zm00001d00339	0	1	motif2	TE
RLG00011Zm00001d00343	0	1	motif2	TE
RLG00011Zm00001d00344	0	1	motif2	TE
RLG00011Zm00001d00355	0	1	motif2	TE
RLG00011Zm00001d00356	1	0	motif1	TE
RLG00011Zm00001d00357	1	0	motif1	TE
RLG00011Zm00001d00361	1	0	motif1	TE
RLG00011Zm00001d00362	1	0	motif1	TE
RLG00011Zm00001d00366	0	1	motif2	TE
RLG00011Zm00001d00367	1	1	both	TE
RLG00011Zm00001d00370	1	0	motif1	TE
RLG00011Zm00001d00374	0	1	motif2	TE
RLG00011Zm00001d00378	1	0	motif1	TE
RLG00011Zm00001d00388	1	0	motif1	TE
RLG00011Zm00001d00393	0	1	motif2	TE
RLG00011Zm00001d00398	0	1	motif2	TE
RLG00011Zm00001d00403	1	0	motif1	TE
RLG00011Zm00001d00412	0	1	motif2	TE
RLG00011Zm00001d00414	0	1	motif2	TE
RLG00011Zm00001d00420	1	0	motif1	TE
RLG00011Zm00001d00424	0	1	motif2	TE
RLG00011Zm00001d00432	1	0	motif1	TE
RLG00011Zm00001d00440	1	0	motif1	TE
RLG00011Zm00001d00446	1	0	motif1	TE
RLG00011Zm00001d00452	0	1	motif2	TE
RLG00011Zm00001d00454	0	1	motif2	TE
RLG00011Zm00001d00455	1	0	motif1	TE
RLG00011Zm00001d00459	0	1	motif2	TE
RLG00011Zm00001d00462	0	1	motif2	TE
RLG00011Zm00001d00463	1	1	both	TE
RLG00011Zm00001d00464	0	1	motif2	TE
RLG00011Zm00001d00467	0	1	motif2	TE
RLG00011Zm00001d00475	1	0	motif1	TE
RLG00011Zm00001d00476	1	0	motif1	TE
RLG00011Zm00001d00485	0	1	motif2	TE
RLG00011Zm00001d00490	0	1	motif2	TE
RLG00011Zm00001d00492	0	1	motif2	TE
RLG00011Zm00001d00493	0	1	motif2	TE
RLG00011Zm00001d00502	1	1	both	TE
RLG00011Zm00001d00503	0	1	motif2	TE
RLG00011Zm00001d00512	0	1	motif2	TE
RLG00011Zm00001d00529	0	1	motif2	TE
RLG00011Zm00001d00530	0	1	motif2	TE
RLG00011Zm00001d00538	1	0	motif1	TE
RLG00011Zm00001d00541	0	1	motif2	TE
RLG00011Zm00001d00544	1	0	motif1	TE
RLG00011Zm00001d00550	1	0	motif1	TE
RLG00011Zm00001d00555	0	1	motif2	TE
RLG00011Zm00001d00557	1	0	motif1	TE
RLG00011Zm00001d00560	1	0	motif1	TE
RLG00011Zm00001d00565	0	1	motif2	TE
RLG00011Zm00001d00570	1	0	motif1	TE
RLG00011Zm00001d00573	1	0	motif1	TE
RLG00011Zm00001d00577	1	0	motif1	TE
RLG00011Zm00001d00582	1	0	motif1	TE
RLG00011Zm00001d00588	0	1	motif2	TE
RLG00011Zm00001d00591	0	1	motif2	TE
RLG00011Zm00001d00593	1	0	motif1	TE
RLG00011Zm00001d00600	0	1	motif2	TE
RLG00011Zm00001d00601	0	1	motif2	TE
RLG00011Zm00001d00609	1	0	motif1	TE
RLG00011Zm00001d00614	2	0	motif1	TE
RLG00011Zm00001d00615	0	1	motif2	TE
RLG00011Zm00001d00619	1	0	motif1	TE
RLG00011Zm00001d00620	0	1	motif2	TE
RLG00011Zm00001d00625	0	1	motif2	TE
RLG00011Zm00001d00630	0	1	motif2	TE
RLG00011Zm00001d00639	1	0	motif1	TE
RLG00011Zm00001d00647	1	0	motif1	TE
RLG00011Zm00001d00651	1	0	motif1	TE
RLG00011Zm00001d00661	0	1	motif2	TE
RLG00011Zm00001d00662	1	0	motif1	TE
RLG00011Zm00001d00680	0	1	motif2	TE
